sn,model,product_id,location,start_time,end_time,source,type,unit,value
"8899033227","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","15.976237835357022"
"8899033765","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","69.08467769834323"
"8899033765","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","79.36040155574689"
"8899033827","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","41.82454832872016"
"8899033827","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","99.56801969082282"
"8899033892","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","22.714167698918413"
"8899033892","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","245.98795388498993"
"8899034544","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","19.0676249142428"
"8899034544","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","102.68628723050614"
"8899034639","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","83.96289322617531"
"8899034639","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","159.61837586006575"
"8899034778","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","12.93330896015589"
"8899034778","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","136.37383313299478"
"8899034873","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","16.053802733322094"
"8899034873","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","41.04556803150232"
"8899035156","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","21.909589372088572"
"8899035156","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","118.36252634375415"
"8899035283","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","41.366808265765854"
"8899035283","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","210.20053113116893"
"8899035288","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","3.831688245719226"
"8899035288","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","181.75164865836305"
"8899035320","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","7.0558037858120635"
"8899035320","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","267.56832023793095"
"8899035436","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","84.97838135458957"
"8899035436","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","84.48283313412286"
"8899035532","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","68.16455728098856"
"8899035532","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","238.39361957236974"
"8899035878","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","7.1031132263837184"
"8899035878","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","228.50719355710484"
"8899036038","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","33.77940974519109"
"8899036038","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","61.82636068245078"
"8899036138","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","85.3866764775912"
"8899036138","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","162.00771335559145"
"8899036246","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","24.679726018728623"
"8899036246","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","160.6078907522857"
"8899036272","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","63.32075154951791"
"8899036272","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","42.40974233076203"
"8899036285","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","13.80220877793669"
"8899036285","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","101.2800642757863"
"8899036349","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","38.503869399080024"
"8899036349","HPE ProLiant DX380 Gen10 12LFF OEM2 Svr","P31732-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","148.2391270222699"
"8899036368","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","24.98114626504973"
"8899036368","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","208.95116501696205"
"8899036498","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","0.21105993078347757"
"8899036498","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","97.50358466932168"
"8899036546","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","31.59643712723545"
"8899036546","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","27.414358925869305"
"8899036695","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","38.491529305114305"
"8899036695","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","28.915601230439638"
"8899036878","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","70.22580839000312"
"8899036878","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","65.5195709004811"
"8899036925","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","2.9982912128321573"
"8899036925","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","214.736026365947"
"8899037368","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","40.12520104649598"
"8899037368","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","142.26372999657497"
"8899037428","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","33.32847567119833"
"8899037428","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","2.652609372197792"
"8899037524","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","24.912941531490755"
"8899037524","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","84.44844784318667"
"8899037676","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","4.952631612530125"
"8899037676","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","267.6441488712197"
"8899038486","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","27.88534360655708"
"8899038486","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","20.29445032130332"
"8899038515","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","24.156503827347535"
"8899038515","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","63.58729418450671"
"8899038628","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","50.63255355940959"
"8899038628","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","60.36546348136977"
"8899038873","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","6.782563241846525"
"8899038873","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","250.75293249700985"
"8899040092","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","36.452827285149326"
"8899040092","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","278.6682253188147"
"8899040261","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","57.3480847658003"
"8899040261","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","23.75073878181883"
"8899040462","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","1.1531882922056103"
"8899040462","HPE ProLiant DX380 Gen10 12FF OEM2a Svr","P31733-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","2.4247733183262805"
"8899040548","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","48.33116329934708"
"8899040548","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","36.095248357415024"
"8899040745","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","14.693672585928272"
"8899040745","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","40.09371470662153"
"8899041027","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","90.29332354904463"
"8899041027","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","175.4286566924836"
"8899041152","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","41.353745418915935"
"8899041152","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","74.82325801970978"
"8899041235","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","18.54600324727269"
"8899041235","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","158.14733711493838"
"8899041781","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","13.57686366270689"
"8899041781","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","39.74887545680368"
"8899041989","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","59.44184194305955"
"8899041989","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","6.126060757349726"
"8899042152","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","26.981292694569863"
"8899042152","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","17.992483688982315"
"8899042211","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","8.81972827688319"
"8899042211","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","5.482430827217742"
"8899042262","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","30.13868719109769"
"8899042262","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","79.2779656078848"
"8899043074","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","41.24932867503942"
"8899043074","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","45.65375965220243"
"8899043110","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","8.471974802313367"
"8899043110","HPE DL325 Gen10 7402P 1P 64G 8SFF Svr","P16696-291","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","61.99928919365613"
"8899043421","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","29.397136096236558"
"8899043421","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","146.0143564608913"
"8899043456","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","4.563253490385426"
"8899043456","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","37.867006319078385"
"8899044157","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","30.106757145865533"
"8899044157","HPE DL325 G10+ v2 10All-NVMe Svr for SDS","R8V67A","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","269.0665989110867"
"8899044185","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","67.72866979421318"
"8899044185","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","40.340999080878916"
"8899044276","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","30.973456714063293"
"8899044276","HPE ProLiant DX380 Gen10 24SFF OEM3 Svr","P31735-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","62.15501964608091"
"8899044327","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","68.1809757529248"
"8899044327","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","26.727345242800038"
"8899044449","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","17.865269309344065"
"8899044449","HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr","P15735-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","66.23994930792598"
"8899044553","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","1.1473440335009581"
"8899044553","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","26.307351264708526"
"8899044567","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","1.804738445627675"
"8899044567","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","68.41546117058384"
"8899044625","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","48.6684167405284"
"8899044625","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","31.18736625909511"
"8899044650","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","38.96925312908582"
"8899044650","HPE DL325 Gen10 8SFF CTO Server","P04654-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","69.78707245313261"
"8899044682","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","57.25420086114998"
"8899044682","HPE DL325 Gen10+ 24SFF CTO Svr","P15535-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","205.73851752694193"
"8899044710","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","29.670783278921338"
"8899044710","HPE ProLiant DX380 Gen10 12FF OEM2b Svr","P31734-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","201.88859554517285"
"8899044748","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","6.490677084422362"
"8899044748","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","218.8675042984233"
"8899045537","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","17.30919662334705"
"8899045537","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","52.576578700117906"
"8899045556","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","0.23494358179973057"
"8899045556","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","109.5297749176458"
"8899045867","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","29.784693436181335"
"8899045867","HPE DX380 Gen10+ 24SFF CTO Svr","P42679-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","57.407044492989556"
"8899046306","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","1.3138819954623193"
"8899046306","HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr","P38477-291","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","216.13222428507456"
"8899046761","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","58.30861510669547"
"8899046761","HPE DX380 Gen10 8SFF CTO Svr","P17640-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","196.32546969138215"
"8899047095","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","11.57006635600004"
"8899047095","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","WA-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","146.8088566667421"
"8899047191","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","43.53518577840533"
"8899047191","HPE ZDL325 Gen10 LFF SMC Svr","P04655-B21","DE-1","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","21.456657005813124"
"8899047281","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","61.28530554968987"
"8899047281","HPE DL325 Gen10+ 139TB AF Nd Qumulo","R8F01A","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","225.80149453734083"
"8899047309","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","10.152068131173046"
"8899047309","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","160.98960066702907"
"8899047382","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","55.87148378972697"
"8899047382","HPE DL325 G10+ v2 4LFF TAA CTO Svr","P43249-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","196.6597464859159"
"8899047673","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","22.599682263703944"
"8899047673","HPE DX380 Gen10+ 12LFF CTO Svr","P40792-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","65.76690123550755"
"8899047796","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","0.25833565747792264"
"8899047796","HPE DX380 Gen10 24SFF CTO Svr","P17642-B21","ND-01","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","115.36873362850602"
"8899047843","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server cpu utilization","%","11.641881314954228"
"8899047843","HPE DL325 Gen10+ 24SFF U.2 CTO Svr","P18612-B21","ND-02","2023-02-27 02:00:00","2023-02-27 03:00:00","iLo","server power","W","142.08770234652042"
