sn,model,product_id,location
8899079886,HPE DL325 G10+ v2 4LFF TAA CTO Svr,P43249-B21,ND-01
8899035532,HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr,P15735-B21,DE-1
8899085070,HPE DL325 Gen10+ 139TB AF Nd Qumulo,R8F01A,ND-02
8899092762,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,DE-1
8899084773,HPE DL325 G10+ v2 10All-NVMe Svr for SDS,R8V67A,ND-01
8899016948,HPE DL325 Gen10+ 139TB AF Nd Qumulo,R8F01A,ND-01
8899088394,HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr,P15735-B21,DE-1
8899031409,HPE DL325 Gen10 7402P 1P 64G 8SFF Svr,P16696-291,ND-01
8899090434,HPE DL325 Gen10 7402P 1P 64G 8SFF Svr,P16696-291,ND-02
8899007856,HPE ProLiant DX380 Gen10 24SFF OEM3 Svr,P31735-B21,ND-01
8899051578,HPE DL325 G10+ v2 10All-NVMe Svr for SDS,R8V67A,DE-1
8899020762,HPE DX380 Gen10 8SFF CTO Svr,P17640-B21,ND-01
8899045537,HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr,P38477-291,ND-01
8899030875,HPE DL325 Gen10+ 139TB AF Nd Qumulo,R8F01A,ND-02
8899036285,HPE DL325 Gen10+ 139TB AF Nd Qumulo,R8F01A,ND-01
8899090461,HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr,P38477-291,WA-01
8899064916,HPE DL325 Gen10+ 24SFF CTO Svr,P15535-B21,ND-01
8899004110,HPE DL325 G10+ v2 4LFF TAA CTO Svr,P43249-B21,ND-01
8899066261,HPE DL325 G10+ v2 4LFF TAA CTO Svr,P43249-B21,ND-02
8899098536,HPE DX380 Gen10+ 12LFF CTO Svr,P40792-B21,ND-01
8899058612,HPE DL325 Gen10 8SFF CTO Server,P04654-B21,ND-02
8899098241,HPE DL325 Gen10 7402P 1P 64G 8SFF Svr,P16696-291,ND-01
8899021948,HPE DL325 Gen10+ 24SFF U.2 CTO Svr,P18612-B21,ND-02
8899094026,HPE ProLiant DX380 Gen10 12FF OEM2a Svr,P31733-B21,ND-01
8899057117,HPE DX380 Gen10+ 24SFF CTO Svr,P42679-B21,ND-01
8899021258,HPE ProLiant DX380 Gen10 12LFF OEM2 Svr,P31732-B21,ND-01
8899018452,HPE ProLiant DX380 Gen10 12LFF OEM2 Svr,P31732-B21,ND-01
8899069886,HPE DX380 Gen10 24SFF CTO Svr,P17642-B21,ND-01
8899074752,HPE DL325 G10+ v2 10All-NVMe Svr for SDS,R8V67A,DE-1
8899041152,HPE DX380 Gen10 8SFF CTO Svr,P17640-B21,WA-01
8899088471,HPE DX380 Gen10+ 24SFF CTO Svr,P42679-B21,ND-01
8899036878,HPE DL325 G10+ v2 10All-NVMe Svr for SDS,R8V67A,ND-01
8899032400,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,DE-1
8899097144,HPE DL325 Gen10+ 24SFF NVMe U.3 CTO Svr,P15735-B21,ND-01
8899052117,HPE DL325 G10+ v2 4LFF TAA CTO Svr,P43249-B21,ND-01
8899047673,HPE DX380 Gen10+ 12LFF CTO Svr,P40792-B21,ND-01
8899078497,HPE DX380 Gen10+ 24SFF CTO Svr,P42679-B21,ND-01
8899015500,HPE DL325 Gen10 7402P 1P 64G 8SFF Svr,P16696-291,ND-01
8899027376,HPE DL325 Gen10+ 139TB AF Nd Qumulo,R8F01A,ND-01
8899003606,HPE ProLiant DX380 Gen10 12FF OEM2b Svr,P31734-B21,ND-02
8899026410,HPE ProLiant DX380 Gen10 12FF OEM2a Svr,P31733-B21,ND-01
8899055870,HPE DX380 Gen10 24SFF CTO Svr,P17642-B21,DE-1
8899004066,HPE DX380 Gen10 8SFF CTO Svr,P17640-B21,ND-01
8899047191,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,DE-1
8899027075,HPE DL325 G10+ v2 4LFF TAA CTO Svr,P43249-B21,DE-1
8899017519,HPE DL325 Gen10 8SFF CTO Server,P04654-B21,DE-1
8899083881,HPE ProLiant DX380 Gen10 12FF OEM2a Svr,P31733-B21,ND-02
8899085480,HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr,P38477-291,DE-1
8899005401,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,ND-02
8899059952,HPE ProLiant DX380 Gen10 12FF OEM2a Svr,P31733-B21,WA-01
8899031261,HPE DL325 G10+ v2 4LFF TAA CTO Svr,P43249-B21,ND-01
8899077526,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,ND-01
8899040548,HPE DL325 Gen10+ 24SFF CTO Svr,P15535-B21,ND-01
8899027035,HPE ProLiant DX380 Gen10 12FF OEM2a Svr,P31733-B21,WA-01
8899045556,HPE DX380 Gen10 8SFF CTO Svr,P17640-B21,ND-02
8899074378,HPE ProLiant DX380 Gen10 12LFF OEM2 Svr,P31732-B21,WA-01
8899015452,HPE DL325 Gen10 7402P 1P 64G 8SFF Svr,P16696-291,ND-02
8899027846,HPE DX380 Gen10+ 24SFF CTO Svr,P42679-B21,ND-01
8899058807,HPE DX380 Gen10 24SFF CTO Svr,P17642-B21,ND-01
8899061152,HPE DL325 G10+ v2 4LFF TAA CTO Svr,P43249-B21,ND-01
8899035283,HPE DL325 Gen10 8SFF CTO Server,P04654-B21,DE-1
8899012562,HPE DX380 Gen10 24SFF CTO Svr,P17642-B21,ND-02
8899022848,HPE DL325 Gen10+ 24SFF CTO Svr,P15535-B21,DE-1
8899004460,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,ND-01
8899071931,HPE ProLiant DX380 Gen10 12FF OEM2a Svr,P31733-B21,ND-01
8899005665,HPE DL325 Gen10+ 139TB AF Nd Qumulo,R8F01A,ND-01
8899013134,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,ND-01
8899031730,HPE DL325 Gen10+ 139TB AF Nd Qumulo,R8F01A,ND-01
8899007489,HPE DL325 Gen10 8SFF CTO Server,P04654-B21,ND-01
8899097974,HPE DX380 Gen10 24SFF CTO Svr,P17642-B21,ND-02
8899050896,HPE DL325 Gen10+ 24SFF U.2 CTO Svr,P18612-B21,ND-01
8899095979,HPE DL325 G10+ v2 10All-NVMe Svr for SDS,R8V67A,ND-02
8899060680,HPE DX380 Gen10+ 12LFF CTO Svr,P40792-B21,ND-01
8899085625,HPE DL325 G10+ v2 4LFF TAA CTO Svr,P43249-B21,DE-1
8899096080,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,DE-1
8899062547,HPE ZDL325 Gen10 LFF SMC Svr,P04655-B21,ND-02
8899052138,HPE DL325 G10+ v2 10All-NVMe Svr for SDS,R8V67A,ND-02
8899069215,HPE DL325 G10+ v2 10All-NVMe Svr for SDS,R8V67A,WA-01
8899036138,HPE DL325 Gen10+ 24SFF U.2 CTO Svr,P18612-B21,ND-01
8899033892,HPE DL325 G10+ v2 10All-NVMe Svr for SDS,R8V67A,ND-02
8899066987,HPE ProLiant DX380 Gen10 12FF OEM2a Svr,P31733-B21,ND-02
8899025297,HPE DL325 G10+ v2 7313P 1P 32G 8SFF Svr,P38477-291,DE-1
8899036546,HPE ProLiant DX380 Gen10 12FF OEM2a Svr,P31733-B21,ND-02
8899036368,HPE DX380 Gen10+ 12LFF CTO Svr,P40792-B21,DE-1
